given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
Can't Tell,0.3441,Southwest,0,southwestair jlittle double comment phl anywhere south florida gone gone gone hello u air,negative,0.7814342975616455
Customer Service Issue,0.3754,Southwest,0,southwestair dont new schedule nonstop phl fll pbi free move city sad,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair incredibly frustrating emailed still havent received response,negative,1.0
Bad Flight,0.6762,Southwest,0,southwestair paid inflight wifi work download speed mbps amp ended watching free tv instead,negative,1.0
,,Southwest,0,southwestair sure second,neutral,1.0
,,Southwest,0,southwestair oh god thank much sent dm,positive,1.0
Late Flight,1.0,Southwest,0,southwestair wish wouldve known couldve slept hour let friend know wait land,negative,1.0
,,Southwest,0,southwestair thank prompt response email late flightr today,positive,0.6596
,,Southwest,0,thanks southwestair go destinationdragons imaginedragons show weekend utah velourlive thankyou,positive,1.0
,,Southwest,0,southwestair fortunemagazine congratulation,positive,0.9802168011665344
,,Southwest,0,southwestair grandma ellas th love bday greeting crew stewardess eastern airline,positive,0.9833717942237854
,,Southwest,0,southwestair chance ticket destinationdragons show vega ive huge fan year pretty please,neutral,1.0
,,Southwest,0,southwestair fortunemagazine love u southwest youve always helpful traveled lot wmy son infanttoddler u great,positive,1.0
,,Southwest,0,southwestair fortunemagazine love flying southwest best attendant,positive,1.0
Flight Attendant Complaints,0.3728,Southwest,0,southwestair nothing express express bag drop phoenix sky harbor,negative,1.0
,0.0,Southwest,0,southwestair possible book refundable trip willing pay extra domestic round trip,neutral,0.851564347743988
Flight Booking Problems,0.3563,Southwest,0,southwestair used exclusively fly sw late flightly direct flight amp cheaper cost switched whyso fewdirectflights,neutral,0.9475903511047363
,0.0,Southwest,0,southwestair willing help surprise bestfriend ticket go see imaginedragons destinationdragons gracias,positive,0.9376077651977539
,,Southwest,0,southwestair mac computer left bwi la th reward recovery info important ownerhelp passenger honesty,neutral,1.0
,,Southwest,0,southwestair fortunemagazine airline congrats,positive,1.0
,,Southwest,0,southwestair hi guy good morning,positive,0.912154495716095
Can't Tell,0.6429,Southwest,0,southwestair email address send thought experience really good amp feedback,negative,1.0
,,Southwest,0,southwestair southwest definitely favorite airline fly d,positive,1.0
,,Southwest,0,southwestair congratulation,positive,1.0
Late Flight,1.0,Southwest,0,southwestair great delayed three hour now friend wait airport hour birthday,negative,1.0
,,Southwest,0,southwestair guess ashley shes great job presenting ragandisney httptcoznmwxdiu,positive,0.9885218143463135
,,Southwest,0,southwestair using social business roadmap develop intelligent path embed social across enterprise ragandisney,neutral,1.0
,,Southwest,0,southwestair add new direct flight columbus oakland amp boston starting august cmh oak bos,neutral,1.0
,,Southwest,0,southwestair anyway pay priority boarding,neutral,1.0
Late Flight,0.3237,Southwest,0,southwestair thirtylives birthday th he seeing imagine dragon destinationdragons,neutral,0.8149524331092834
,,Southwest,0,southwestair thank integrating passbook io work much better now,positive,1.0
Late Flight,0.3456,Southwest,1,southwestair friend lucky enough see destinationdragons live birthday he fan year thirtylives,positive,0.9662660956382751
,,Southwest,0,southwestair ive fan imagine dragon theyre fave band destinationdragons bday tix,neutral,0.6824
,0.0,Southwest,0,southwestair whats ft myers milwaukee,neutral,0.9703608155250549
,,Southwest,0,southwestair birthday destinationdragons tix httptcoxhcacjax,neutral,1.0
,0.0,Southwest,0,southwestair please bring back rdu fll direct route noticed missing starting late august flight always packed,negative,0.8312829732894897
Can't Tell,0.6788,Southwest,1,southwestair enter every contest destinationdragons lose,negative,0.7180090546607971
Can't Tell,0.6767,Southwest,0,southwestair main supporter play jesus portrayed homosexual partner juda performs gay wedding boycott,negative,1.0
,0.0,Southwest,0,southwestair hi know wn already delayed pm tonight thanks,neutral,0.8518643379211426
Can't Tell,0.6489,Southwest,0,southwestair youre giving everyone tix destinationdragons except birthday,negative,1.0
,,Southwest,0,southwestair birthday destinationdragons im huge fan anyway ticket,positive,0.9789299368858337
,,Southwest,1,southwestair thanks agent boarding atlaus left wallet inbound found,positive,1.0
Customer Service Issue,0.6531,Southwest,0,southwestair sent conf number yesterday,neutral,0.9739859700202942
,,Southwest,0,southwestair iphone app now passbook support whoot little thing life,positive,1.0
,,Southwest,0,southwestair thanks,neutral,0.6803
,0.0,Southwest,0,southwestair read tweet gap process folk take multiple flight one day,neutral,0.9764245748519897
,,Southwest,0,southwestair know plane coming im sw rsw mke,neutral,1.0
Flight Booking Problems,0.6753,Southwest,0,southwestair well fun lasted happy change redeeming reward point wont loyal anymore,negative,1.0
Late Flight,1.0,Southwest,0,southwestair delay bdl mco need florida amp race daytona,negative,1.0
,,Southwest,0,southwestair aww thanks love,positive,1.0
Flight Attendant Complaints,0.3667,Southwest,0,southwestair learn give folk multiple flight day boarding position least cant give boarding pass,negative,0.7
,0.0,Southwest,0,southwestair mco thanks,positive,0.7005
,,Southwest,0,southwestair schedule open end october got columbus day wknd new england point check calendar,neutral,1.0
,,Southwest,0,southwestair new logo going look amazing airplane,positive,1.0
,,Southwest,0,southwestair now rapid reward member lovetotravel chaching,neutral,0.6703
,,Southwest,0,southwestair okay signed,neutral,0.6825926899909973
,0.0,Southwest,0,southwestair whens next deal going happen poor college student trying fly orlando instead drive august lol,neutral,0.657
,,Southwest,0,appreciate reply rt southwestair luxclark sorry keep waiting laura agent shortlycb,positive,1.0
,,Southwest,0,southwestair booked flight morning cant wait move country,positive,0.9909337759017944
,,Southwest,0,southwestair love guy take airline weekmakes love appreciate yall much onlywaytofly,positive,1.0
Bad Flight,1.0,Southwest,0,southwestair im getting leathery heat even vega,negative,1.0
Bad Flight,1.0,Southwest,1,southwestair first already technical issue faaaannntastic,negative,1.0
,0.0,Southwest,0,southwestair trying mexico september affordable nonstop flight,neutral,0.8217763900756836
Can't Tell,0.3776,Southwest,2,southwestair feel httptcojmgqkgrf,neutral,0.968370258808136
,,Southwest,0,southwestair think group use nice cold drink airwe,neutral,0.7512773275375366
Bad Flight,0.6701,Southwest,0,southwestair stuck heat blasting try thaw water line kinda disappointed first rr member,negative,1.0
Late Flight,0.6923,Southwest,0,southwestair love friendly staff asking update delayed flight causing missed connection horribleattitudes,negative,1.0
,,Southwest,0,southwestair dm sent thanks much responding response timely missed,positive,1.0
Can't Tell,0.6306,Southwest,0,southwestair hate guitar player chgd oversize extra bag acoustic guitar epic fail,negative,1.0
,,Southwest,0,southwestair passenger automatically rebooked flight original cancelled flighted weather etc,neutral,0.7488261461257935
,,Southwest,0,southwestair thank flight going nashville guy rock disneyprincesshalfmarathon girlsweekend bffs,positive,1.0
Late Flight,0.6701,Southwest,0,southwestair flt san jose ca gt denver co delayed hr easily best touchdown year flying keep,positive,0.9743072390556335
,,Southwest,0,southwestair thx ops agt rich westagard n att nancy den airportheld n even saved seat bus select customersfirst,positive,1.0
,0.0,Southwest,0,southwestair yall real mvp price,positive,0.7718072533607483
,,Southwest,0,southwestair ugh kicking missing destinationdragons need imaginedragons back life httptcosbehibmk,negative,0.9104225635528564
,,Southwest,0,southwestair chance ticket vega stop missed chance enter contest love id death,neutral,0.6739
,0.0,Southwest,0,southwestair chance took count mean signed sw wifi air,neutral,0.8622402548789978
,,Southwest,0,southwestair saw promo alist plane monday fly two time qualification period,neutral,0.9627801179885864
,0.0,Southwest,0,southwestair hilarious attendant vega detroit tonight httptconwvxdgmf,neutral,0.6490987539291382
Lost Luggage,1.0,Southwest,0,southwestair spoke soon bag lost,negative,1.0
,,Southwest,0,southwestair flightspots time mobileboarding must,neutral,0.9381787180900574
,,Southwest,0,southwestair love bridesmaid dancing cant wait fly puerto vallarta kick united as,positive,1.0
,0.0,Southwest,0,southwestair tbuccherifrnce take hour fly chicago beijing united fly vega omaha sw,neutral,0.9570589065551758
,,Southwest,0,southwestair airline understands u military family unpredictable change pound,positive,1.0
,,Southwest,0,southwestair tiks destinationdragons omg id love plz im dying,positive,0.9887515902519226
longlines,0.6714,Southwest,0,southwestair humor aside weve stuck plane two hour gate bag cant loaded correctly give,negative,1.0
Late Flight,0.6813,Southwest,0,southwestair weve sitting gate two hour waiting bag loaded im telling herb,negative,1.0
,,Southwest,0,southwestair pr class luv know who charge twitter many people write tweet gracias,neutral,1.0
,,Southwest,0,southwestair giving tix destinationdragons show appreciate one two laflying phl lax friday,neutral,1.0
,0.0,Southwest,0,southwestair chance tix velourlive imaginedragons tweeting january destinationdragons,neutral,0.9241876006126404
,,Southwest,0,southwestair guest need change reservation need happen say canplease help,neutral,1.0
,,Southwest,0,southwestair inflight entertainment tonight willie nelson impersonator sang passenger peanutsandtoons httptcokcddoduff,neutral,0.9110984206199646
Flight Attendant Complaints,1.0,Southwest,0,southwestair rude gate agent bwi tonight gate b hr delay think little training order,negative,1.0
,,Southwest,0,looking forward using passbook fly southwestair week,positive,1.0
,0.0,Southwest,0,southwestair heard saving year fuel carrying around skymalls ripskymall,neutral,0.950650691986084
,0.0,Southwest,0,southwestair passngr requires wheelchair gt plane sits exit row wld b physically capable help emergency,neutral,0.9408162832260132
,0.0,Southwest,0,southwestair earlybird checkins told flythroughs good,positive,0.9650223255157471
,,Southwest,0,southwestair fantastic thank,positive,1.0
Late Flight,0.7020000000000001,Southwest,0,southwestair sat plane hr finally took,neutral,0.9338081479072571
,,Southwest,0,southwestair great phoenix dallas tonightgreat service time make timieyancey happy httptcotkvcmhbpim,positive,1.0
Cancelled Flight,0.6751,Southwest,0,southwestair cancelled flighted tonight told wont receive travel voucher inconvenience really policy,negative,1.0
,,Southwest,0,southwestair guy clever httptcoqnodugfqk,positive,1.0
Flight Booking Problems,0.3594,Southwest,0,southwestair fly swa lot always purchase eb never past rethinking swa process misleading,negative,0.8788368701934814
,,Southwest,1,southwestair amazing view approach lax tonight httptcoadfulmh,positive,1.0
Customer Service Issue,1.0,Southwest,0,southwestair today sporadically changed departure time amp left two hour late uncharacteristic u httptcotxhyjllg,negative,1.0
,,Southwest,0,southwestair really appreciate alls bhm commercial aired today bet bookofnegroes,positive,1.0
,,Southwest,0,southwestair new flight come midnight,neutral,1.0
,,Southwest,0,southwestair look february open schedule sale october know time,neutral,0.9635980725288391
Can't Tell,1.0,Southwest,0,southwestair yes extra wonder going yo loose room,negative,1.0
,,Southwest,0,southwestair winner imaginedragons destinationdragons,neutral,0.6809
Flight Booking Problems,0.3523,Southwest,0,southwestair oakland sna asked take even empty sests answer,neutral,0.9058842062950134
,0.0,Southwest,0,southwestair travel savannah ga airline dont luv u going fly savannah pleeeease,negative,0.957865834236145
Customer Service Issue,0.7033,Southwest,0,southwestair care customer reasonable request,neutral,0.7644529342651367
,,Southwest,0,southwestair flying chicagolaxphx go spotting lax phx airport flying back chicago,neutral,1.0
,,Southwest,0,southwestair thanks replying sent conf love aviation southwest wanted th fly swa day,positive,1.0
Late Flight,1.0,Southwest,0,southwestair going stop flying delay everytime time due paperwork,negative,1.0
Lost Luggage,0.3804,Southwest,0,southwestair thnx hopefully nxt ive got show wknd worst case ill turn sweatshirt inside,neutral,0.7445476055145264
,,Southwest,0,southwestair thanks taking notch leinenkugels craftbeer goodflight norfolk httptcotgsljjng,positive,1.0
,,Southwest,0,southwestair cant look confirmation number moment mobile email longer inbox,neutral,1.0
Customer Service Issue,1.0,Southwest,0,southwestair receive bad customer service ended spending several hundred dollar accommodate family cxl,negative,1.0
,,Southwest,0,southwestair thank u leaving nice job running thru airport catch connecting,positive,1.0
Customer Service Issue,0.6718,Southwest,0,southwestair keep saying mobile boarding pass unavailable despite checked everything,negative,1.0
,,Southwest,0,southwestair thanks much making night wait trip next week httptconbzjcdr,positive,1.0
Customer Service Issue,0.6791,Southwest,0,southwestair app isnt working take two hour help,negative,1.0
Can't Tell,0.6426,Southwest,0,southwestair cant take knoxville yall fav help,negative,0.8808382153511047
,,Southwest,1,southwestair imaginedragons info destinationdragons amp sammijons need know,neutral,1.0
,,Southwest,0,southwestair filing now thank response,neutral,0.9747799038887024
,,Southwest,0,southwestair destinationdragons word winner contest chance tix provo destinationdragons show finger crossed,neutral,1.0
,0.0,Southwest,0,southwestair writing service via email company transport well client monthly via sw,neutral,0.961519181728363
,,Southwest,0,southwestair one heck airline httptcocyoonzftdc,positive,0.7
,,Southwest,0,southwestair thanks good air side caution,positive,0.8947458863258362
Customer Service Issue,1.0,Southwest,0,southwestair understand weather fault frequent flyer expected better customer service ill trying delta,negative,1.0
,0.0,Southwest,0,southwestair yay dependent id wife child eligible use discount use phoneinperson,positive,0.9160199761390686
Bad Flight,0.6970000000000001,Southwest,0,southwestair leaving la vega pm arriving chimid pm,neutral,0.9669808149337769
,0.0,Southwest,0,southwestair woohoo made day looked couldnt find thank,positive,0.9835264086723328
Can't Tell,0.6787,Southwest,0,southwestair doesnt even gluten free peanut whyyy,negative,1.0
,,Southwest,0,southwestair date fly go past august,neutral,1.0
,,Southwest,0,southwestair great damion best damionflight,positive,1.0
Customer Service Issue,0.351,Southwest,0,southwestair please update website,neutral,0.9399092197418213
,0.0,Southwest,1,yo internjohnradio mrerickv give southwestair plane back theyre mad amp threatening take away companion pas luv,negative,0.9259556531906128
Bad Flight,0.3515,Southwest,0,southwestair kaneshow internjohnradio mrerickv everything now return jet go miami,neutral,0.9103273153305054
Late Flight,0.337,Southwest,0,southwestair inclement weather flight left dca today plane appeared coming au,negative,0.724892795085907
,,Southwest,0,southwestair whoa thanks thats wanted hear early coming thanks reply,positive,1.0
,,Southwest,0,southwestair working piece military discount hearing offer one give specific confirm thank,neutral,1.0
,0.0,Southwest,0,southwestair imaginedragons pick someone destination dragon,neutral,0.9489607214927673
,,Southwest,0,southwestair anticipate cancelled flightlations flight nashville tomorrow thank,neutral,1.0
,,Southwest,0,southwestair thx finger crossed found,positive,1.0
,,Southwest,1,southwestair info destinationdragons winner announced amp best friend hoping win thanks,neutral,1.0
,,Southwest,0,southwestair far good httptcocexrk,positive,1.0
,,Southwest,0,southwestair dmed guy,neutral,0.9636099338531494
Flight Booking Problems,0.3511,Southwest,0,southwestair leeannhealey yeah sale fare got place fly oh damn right live swa doesnt fly,negative,0.6596
,,Southwest,0,southwestair imaginedragons beatsmusic id love hear live velourlive velourlive saturday destinationdragons,positive,0.9867908954620361
,,Southwest,0,southwestair thats fly yall personalized service,positive,1.0
,0.0,Southwest,0,southwestair won destination dragon,neutral,0.764889121055603
,,Southwest,0,southwestair imaginedragons beatsmusic well timed tweet boarded listening way home,positive,0.8640251755714417
Customer Service Issue,0.6434,Southwest,0,southwestair took age one snapchat story load one one demolish,negative,1.0
,,Southwest,0,southwestair dunno travel information,neutral,1.0
Lost Luggage,0.6771,Southwest,0,southwestair lost sunglass amp case last night lost amp found,negative,0.8690184950828552
,0.0,Southwest,0,southwestair snapchat imessage instagram,neutral,0.9283223748207092
Bad Flight,1.0,Southwest,0,southwestair wifi shit fix jump closest bloody fucking emergency exit,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair need help changing name company reservationwe tried calling customer relation busy signal,negative,1.0
Bad Flight,0.3641,Southwest,0,southwestair ala pretty full entertain witty repartee,negative,0.7090000000000001
,,Southwest,0,southwestair heart flying,neutral,1.0
Flight Booking Problems,0.7039,Southwest,0,southwestair trying book another apply credit another cant find,negative,0.7039
Late Flight,0.6503,Southwest,0,southwestair frustrated experience southwest hour trapped denver bc mechanical problem worstcustomerservice,negative,1.0
,,Southwest,0,southwestair awesome thank,positive,1.0
Lost Luggage,0.6403,Southwest,0,southwestair weve now lost whole day honeymoon disappointed frustrated everything,negative,1.0
Lost Luggage,0.6769,Southwest,0,southwestair stay chicago overnight meet bag hope stay put dont put,neutral,0.9650711417198181
,0.0,Southwest,0,southwestair luckily people working bso chicago midway attentive found bag punta cana,positive,0.8111094236373901
Customer Service Issue,0.3297,Southwest,0,southwestair bicycle lb criterion free bike automatically way faq page isnt clear,negative,0.6374
,0.0,Southwest,0,southwestair way dm,neutral,0.9540203213691711
Customer Service Issue,1.0,Southwest,0,southwestair wondering reason customer service busy hold past day many hour answer help plz,negative,1.0
longlines,1.0,Southwest,0,southwestair open kiosk austinbergstrom three lane service line people really,negative,1.0
,,Southwest,0,southwestair pit gate big shout lady trying track,neutral,0.9471318125724792
,,Southwest,0,southwestair great experience customer service team thank luvsw alist,positive,1.0
,,Southwest,0,southwestair way know checked bag curb awesome want sure get high five,positive,1.0
,,Southwest,0,southwestair yall still fly cold right,neutral,1.0
Customer Service Issue,0.3478,Southwest,0,southwestair pls help resolved amp reimbursement made gracias rico pls send private msg phone number email address,neutral,0.7953160405158997
Customer Service Issue,1.0,Southwest,0,southwestair alist preferred line phone wait minute hung feeling alistey,negative,1.0
Can't Tell,0.3249,Southwest,0,southwestair stop getting credit card apps already card,negative,0.8617164492607117
,,Southwest,0,southwestair thank handling glad southwest care flyer think,positive,1.0
,,Southwest,2,bingo southwestair thank bringing attention well happy reach noah make right mr,positive,1.0
,,Southwest,0,southwestair oops sorry done,neutral,1.0
,0.0,Southwest,0,southwestair come mobile cant proceed wo entering postcode purchase im ireland dont postcode,negative,0.7955996990203857
Can't Tell,0.3316,Southwest,0,southwestair tsa pre isnt showing boarding pass ive followed step please help,negative,0.6783875823020935
,0.0,Southwest,0,southwestair need follow first,neutral,0.9672607183456421
,,Southwest,0,southwestair im sure messaging part right please let know received,neutral,1.0
,,Southwest,0,southwestair loveluv addition passbook option,positive,1.0
,,Southwest,0,southwestair thanks follow glad bag back,positive,1.0
,,Southwest,0,southwestair denver phoenix think finally getting ready take,neutral,1.0
,0.0,Southwest,0,southwestair companion pas broken today purchaseerrorinvalidloyaltymemberaccountstatus swvyilxklrogfsja,negative,0.9748773574829102
Customer Service Issue,0.6564,Southwest,0,southwestair guy fuck never forgive,negative,0.9822194576263428
Customer Service Issue,0.3662,Southwest,0,southwestair im smashed window giant guest sitting next way guy given seat,negative,0.9315934777259827
Bad Flight,0.662,Southwest,0,southwestair im miserable orlando vega nonstop right now big must guest u require seat im btw,negative,1.0
,,Southwest,0,southwestair amazing service sw stewardess den cun cun atl atl lax thank u,positive,1.0
,,Southwest,0,southwestair ftw hope theyll sing u song phoenix today terminal humphrey httpstcomavigetbbw,neutral,1.0
,,Southwest,0,southwestair pick winner destinationdragons yearslate flightr maybeijustlost whyyounoloveme,neutral,1.0
,,Southwest,0,southwestair lovedragonss lol im sorry im seeing now lauren oh god ahhhh,positive,0.9399592280387878
Cancelled Flight,0.6731,Southwest,0,southwestair bad weather multiple cancelled flighted flight u scared noted next time,negative,0.9769185185432434
longlines,0.6606,Southwest,0,southwestair good know now three set traveler min standing waiting min pas,negative,0.6606
,,Southwest,0,southwestair twice year hard vacation time work sometimes love flying guy,positive,1.0
,,Southwest,1,southwestair gave ticket see imaginedragons velourlive saturday cant even right now haha thank,positive,1.0
Customer Service Issue,0.6906,Southwest,0,southwestair doesnt want deal world might want know treating customer httptcoskkewqhssg,negative,1.0
longlines,1.0,Southwest,0,southwestair guess airport early need wait min checkin really,negative,1.0
,,Southwest,0,southwestair taylormdowns share value common,positive,0.8052535653114319
,,Southwest,0,southwestair bonus flower still expire,neutral,1.0
,,Southwest,0,southwestair karajusto ok thank,positive,0.7900270223617554
,,Southwest,0,southwestair fkqw conf thanks reply,neutral,0.7362162470817566
,,Southwest,0,southwestair time change guess httptcoosoxhfwy,neutral,1.0
Lost Luggage,1.0,Southwest,0,southwestair worstthingever day late flightr lost bag fedexed somewhere know cause dont amp delivered somewhere,negative,1.0
,,Southwest,0,southwestair app updated passbook support httptcowrwqrublps via ubergizmo,neutral,1.0
Customer Service Issue,0.3571,Southwest,0,southwestair know information found people account see someone el reservation rr trip,neutral,0.974467933177948
Customer Service Issue,0.3423,Southwest,0,southwestair dont conference number spoke courtney texas david finally fixed mine hour,neutral,0.9297851324081421
,,Southwest,0,southwestair possible chance swa bringing back service lgabwi make much easier connect west coast,neutral,1.0
,0.0,Southwest,0,southwestair please expedite missing bag claim thanks,neutral,0.7489599585533142
,,Southwest,0,southwestair anything ticket imaginedragons vinylvegas mean much destinationdragons,neutral,1.0
,0.0,Southwest,0,southwestair new schedule open take u past,neutral,0.9540202021598816
Customer Service Issue,0.6667,Southwest,0,southwestair customer service said known problem using confirmation number domestic international,negative,0.7654763460159302
Can't Tell,0.3604,Southwest,0,southwestair look yr anni trip replaced w someone itinerary worried abt c httptcobaperumne,negative,0.6990000000000001
,,Southwest,0,southwestair go south everyone,neutral,0.9556330442428589
Flight Booking Problems,0.3592,Southwest,0,southwestair want last time screwed early boarding paid,negative,1.0
,,Southwest,0,southwestair thanks follow appreciate,positive,1.0
,,Southwest,0,southwestair arrived san juan early thanks great luv u,positive,1.0
Customer Service Issue,0.6474,Southwest,0,southwestair jamesasworth worst corporate account manager brent now take plus flight delta thank,negative,1.0
,,Southwest,0,southwestair sent dm w additonal info,neutral,1.0
Bad Flight,0.6577,Southwest,0,southwestair complete horror show flight bumped three time today noon run airline cantblametheweather,negative,1.0
,,Southwest,0,southwestair please go see imaginedragons friday promise ill fly southwest going back home nh mhtforlife,positive,0.8054772615432739
,,Southwest,1,southwestair important accept others swadiversity,neutral,0.7218241691589355
Late Flight,1.0,Southwest,0,hour delay shortlysouthwestair brendanpshannon brendan sorry keep waiting well air shortlyrs,negative,1.0
,,Southwest,0,southwestair announcing winner destinationdragons imaginedragons show velourlive utah weekend lucky,neutral,1.0
,,Southwest,0,southwestair thanks already subscribe rr account received promo code last month expired new offer,positive,0.6611
,,Southwest,0,southwestair thank kindly,positive,1.0
Customer Service Issue,0.6511,Southwest,0,southwestair step le shot step acknowledge customer place twitter step dont suck much,negative,1.0
,0.0,Southwest,0,southwestair find won imagine dragon contest,neutral,0.6736
,,Southwest,0,southwestair great job celebrating mardigras industry another reason im nut httptcowbzorrnc,positive,1.0
,,Southwest,0,southwestair thank,neutral,0.7302199602127075
,,Southwest,0,southwestair planning family trip orlando may trying figure book best rate suggestion,neutral,1.0
,,Southwest,0,southwestair lem come destinationdragons university student use break book,neutral,1.0
Flight Attendant Complaints,1.0,Southwest,0,southwestair im sorry straying going americanair ive learned lesson attendant need sw happiness,negative,1.0
,,Southwest,0,southwestair passport time trip still fly photo id thingsishouldknow ifeeldumb,neutral,1.0
,,Southwest,0,southwestair added passbook support io application finally add collection httptcolednocdqee,positive,0.6421
,,Southwest,0,southwestair ticket feb imagine dragon show,neutral,1.0
,,Southwest,0,southwestair im really craving pretzel please send,positive,1.0
,,Southwest,0,southwestair allows change fee yay always book flight americanair change,positive,1.0
,,Southwest,0,southwestair give ticket atlanta show ill roadtrip canada deal,neutral,0.9431517124176025
Customer Service Issue,1.0,Southwest,0,southwestair poor customer service problem,negative,1.0
Flight Booking Problems,0.3339999999999999,Southwest,0,southwestair one look problem now fixed httpstcocfiekxa,neutral,0.9170198440551758
,,Southwest,0,southwestair sureill send message now,neutral,1.0
,,Southwest,0,southwestairswadiversity ready inspired httptcoseswagum,neutral,0.8296027779579163
Late Flight,0.6559,Southwest,0,southwestair day amp still home even ground day pastmypatienceexpirationdate,negative,1.0
,,Southwest,0,southwestair revenue flight beginning,neutral,1.0
Customer Service Issue,0.6667,Southwest,0,southwestair understand much often seems quick request desk take question asked,neutral,0.9335275888442993
,,Southwest,0,southwestair looking forward power inclusion event special guest begin promptly swadiversity,neutral,1.0
Flight Booking Problems,0.3779,Southwest,0,southwestair tried enter rapid reward contest link facebook browser kept popping security warning,negative,0.6694
Customer Service Issue,0.3556,Southwest,0,southwestair ohing text message received entitled jackass friend,negative,1.0
,,Southwest,0,southwestair kirkwoodtiger hmmm caribbean sound httpstcoaayavgb ld warm thanks,positive,0.9125494360923767
,0.0,Southwest,0,southwestair vega coming soon havent received drink ticket late flightly help,negative,0.7858889698982239
,,Southwest,0,southwestair saysorrychris follow back quick dm swfollowed,neutral,1.0
,0.0,Southwest,1,southwestair flight lead vega baby,neutral,0.8351529836654663
,,Southwest,0,southwestair apology accepted customerservicewin itravelalot httptcozznfwkkwp,neutral,0.843126118183136
longlines,0.3469,Southwest,0,southwestair pre boarding process work basically anyone doesnt want wait turn slip,negative,0.8359352946281433
,,Southwest,0,southwestair love tv ad girl dancing make laugh every time now want take trip,positive,1.0
Late Flight,0.6558,Southwest,0,southwestair oki forgive guy,neutral,0.942712664604187
Late Flight,1.0,Southwest,0,southwestair now delayed getting yelled attendant bother getting worse,negative,1.0
Flight Booking Problems,0.6319,Southwest,0,southwestair southwest scheduled fly costa rica march cant book online available,negative,0.6319
,,Southwest,0,southwestair yes bag came straight hotel thank guy rock,positive,1.0
,,Southwest,0,southwestair southwest currently awaiting government approval route know official,neutral,1.0
,,Southwest,0,southwestair offering companionpasses atlanta residing frequent flier httptcomdnedze,neutral,1.0
,,Southwest,0,southwestair thank,positive,1.0
,,Southwest,0,southwestair lovedragonss oh gosh,positive,0.9817943572998047
Customer Service Issue,1.0,Southwest,0,southwestair service rep didnt say dumb tone voice known,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair nice talk agent rather caught w promotion amp hung,negative,1.0
Can't Tell,0.6552,Southwest,0,southwestair wanted southwest know dont think theyre great used anymore nothing look,negative,1.0
,0.0,Southwest,0,southwestair lovedragonss lauren im screaming,positive,0.989594578742981
,,Southwest,0,southwestair lovedragonss lauren omg im dead im happy yes yes,positive,1.0
,,Southwest,0,southwestair youre best,positive,1.0
Customer Service Issue,1.0,Southwest,0,southwestair customer relation line busy signal called normal line service rep thought dumb knowing,negative,1.0
,,Southwest,0,southwestair ive never met favorite band sooo amazing win destination dragon,positive,0.9928296208381653
,,Southwest,0,southwestair lovedragonss lauren omg best airline,positive,1.0
Customer Service Issue,0.3756,Southwest,0,southwestair didnt see travel compete unused fund expiration date hidden fine print never saw,negative,1.0
,,Southwest,0,southwestair lovedragonss ahhhh yes lauren,neutral,1.0
,0.0,Southwest,0,southwestair lovedragonss holy fuckinf shit,positive,0.9683429598808289
,,Southwest,0,southwestair lovedragonss oh god lauren oh god oh god,positive,0.6986
,,Southwest,0,southwestair birthday february th date imagine dragon concert btw,neutral,1.0
,,Southwest,0,southwestair lovedragonss lauren holy sht,neutral,0.6831
,,Southwest,0,southwestair thank thank thank,positive,1.0
Lost Luggage,0.6476,Southwest,0,southwestair long wait hour mother bag make filed report waiting thanks help,negative,0.8438421487808228
,,Southwest,0,southwestair go court gain access delta gate love field httptcoilqzmmjiyq deltanews,neutral,1.0
,,Southwest,0,southwestair lovedragonss lauren im screakjmf,neutral,0.6354
Customer Service Issue,0.6719,Southwest,0,southwestair sw return customer service business traveler made sw now sw ignores u,negative,1.0
,,Southwest,0,southwestair guy gon na giving away ticket imaginedragons vinylvegas destinationdragons,neutral,1.0
,0.0,Southwest,0,southwestair karajusto swa willing follow finally,neutral,0.7182152271270752
,,Southwest,0,southwestair hiring emerging leader development program last day apply today apply httptcojlhmxukb,neutral,1.0
,,Southwest,0,southwestair pv approved ready go,neutral,1.0
,,Southwest,0,southwestair atl rdu snow forecasted raleigh evening,neutral,1.0
Can't Tell,0.348,Southwest,0,southwestair app repeatedly crashed failed display name checking unable use app httptcoknpjelzl,negative,1.0
,,Southwest,0,southwestair sorry thought done now,neutral,1.0
Customer Service Issue,0.6535,Southwest,0,southwestair,neutral,0.9158331751823425
Can't Tell,0.3695,Southwest,0,southwestair yea hoping avoid ticket difference amount birthday courtesy flysouthwest lovesouthwest mybday,positive,0.8727757930755615
Lost Luggage,0.3408,Southwest,0,southwestair sagerooski amp use luggage scale measure weight loss one scale foot home accurate anymore,neutral,0.9551368951797485
,,Southwest,0,southwestair oh gosh seriously made day week year one appreciate,positive,1.0
Bad Flight,0.6458,Southwest,0,southwestair boarded plane told wasnt plane now hour delay,negative,1.0
,0.0,Southwest,0,southwestair opening flight beyond august th,neutral,0.9655272364616394
,,Southwest,0,southwestair pleasantly surprised boarding time morning flynashville good job,positive,1.0
