given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
neutral,1.0,,,Southwest,0,southwestair im tho,neutral,1.0,neutral,0.9516410231590271,neutral,0.8592514991760254,positive,0.4745037257671356,neutral,1.0
negative,1.0,Cancelled Flight,1.0,Southwest,0,southwestair u guy cancelled bna flight amp dont bother alert passenger give,negative,0.279,negative,0.9674980640411377,negative,0.877931535243988,negative,0.47814294695854187,negative,1.0
positive,1.0,,,Southwest,0,southwestair thank much sending la destinationdragons tonight gon na rock,positive,0.217,positive,0.9894161820411682,positive,0.9431524276733398,positive,0.6724937558174133,positive,1.0
positive,1.0,,,Southwest,0,southwestair oh see thanks supporting padresst,positive,0.592,positive,0.9295945167541504,positive,0.6768604516983032,positive,0.8772409558296204,positive,1.0
positive,0.6822,,,Southwest,0,southwestair yeah haha never one expensive much fun destinationdragons,positive,0.586,positive,0.9583389163017273,neutral,0.37179097533226013,positive,0.4175386130809784,positive,0.9583389163017273
positive,1.0,,,Southwest,22,southwestair beautiful day seattle httptcoiquppvqs,positive,0.494,positive,0.9744083881378174,positive,0.9738981127738953,positive,0.8548897504806519,positive,1.0
positive,1.0,,,Southwest,0,southwestair best video seen teamspirit httpstcoxjenanye,positive,0.457,positive,0.9892919659614563,positive,0.9397922158241272,positive,0.6311826705932617,positive,1.0
positive,1.0,,,Southwest,0,southwestair samoore thank kind response acknowledgement apology go long way southwestrocks,positive,0.47,positive,0.7585480809211731,positive,0.7052686214447021,positive,0.6471750736236572,positive,1.0
negative,0.6515,Customer Service Issue,0.6515,Southwest,0,southwestair thanks minute someone eventually help u took care,positive,0.638,positive,0.9368064403533936,positive,0.7991924285888672,positive,0.7063676118850708,positive,0.9368064403533936
negative,1.0,Late Flight,0.6787,Southwest,0,southwestair going weekend friend birthday point reflight booking problem,positive,0.248,negative,0.9289608001708984,negative,0.7138925194740295,negative,0.5220605134963989,negative,1.0
negative,1.0,Lost Luggage,1.0,Southwest,0,southwestair one bag didnt make destination claim ticket way help status location,positive,0.197,negative,0.8524274230003357,negative,0.7294909358024597,positive,0.35889896750450134,negative,1.0
neutral,0.624,,,Southwest,0,southwestair next free cocktail,positive,0.524,neutral,0.5728852152824402,neutral,0.7718399167060852,positive,0.5694534182548523,neutral,0.7718399167060852
negative,0.6632,Can't Tell,0.3368,Southwest,0,includes kciairport southwestair inclement weather may impact scheduled service reflight booking problem option available httptcokeyrpflhil,negative,0.162,negative,0.5554197430610657,negative,0.7465569972991943,negative,0.501102864742279,negative,0.7465569972991943
neutral,0.6563,,,Southwest,0,southwestair okay thank tweet earlier hr ago saying won amp send dm deleted,positive,0.448,neutral,0.7479011416435242,neutral,0.5704882144927979,positive,0.40902817249298096,neutral,0.7479011416435242
negative,1.0,Customer Service Issue,0.6564,Southwest,0,southwestair yes attitude nasty comment,negative,0.387,negative,0.9762267470359802,negative,0.8882254362106323,negative,0.5135011672973633,negative,1.0
positive,1.0,,,Southwest,0,southwestair guy rock easy quick affordable change bestairlineever neverchange,positive,0.266,positive,0.9887652397155762,positive,0.9298131465911865,positive,0.6151968240737915,positive,1.0
neutral,1.0,,,Southwest,0,southwestair credit expires month possible way extended,positive,0.302,negative,0.5108159780502319,neutral,0.7296930551528931,positive,0.46054667234420776,neutral,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair hour delay atl due air traffic controllove missing entire day vacation unhappycustomer mytimeismoney,negative,0.273,negative,0.9765306115150452,negative,0.9295021295547485,negative,0.5373396873474121,negative,1.0
neutral,1.0,,,Southwest,0,southwestair question re atl companion pas offer know need revenue roundtrips whats revenue thnx,neutral,1.0,neutral,0.9751431941986084,neutral,0.8527394533157349,negative,0.36619916558265686,neutral,1.0
negative,1.0,Customer Service Issue,0.6571,Southwest,0,southwestair cancelled flightled refund cancelled flightlations happen min phone wait amp painful music unacceptable come,negative,0.474,negative,0.9798550009727478,negative,0.914965033531189,negative,0.5681692361831665,negative,1.0
neutral,0.6482,,,Southwest,0,southwestair refer friend southwest credit card point,positive,0.537,neutral,0.9597086310386658,neutral,0.8845483660697937,positive,0.5087401866912842,neutral,0.9597086310386658
neutral,0.6596,,0.0,Southwest,0,southwestair dm southwestverity needed,neutral,1.0,neutral,0.970392107963562,neutral,0.861697256565094,positive,0.6090790629386902,neutral,0.970392107963562
neutral,1.0,,,Southwest,0,southwestair hello talking southwestverity say moved sent voucher work u help,positive,0.231,neutral,0.9531566500663757,neutral,0.7256131768226624,positive,0.5822007656097412,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair following now,neutral,1.0,neutral,0.9673831462860107,neutral,0.9044792056083679,positive,0.48843908309936523,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair go want badly dont know dm email help wmnlifehotmailcom,neutral,0.496,neutral,0.7429724335670471,negative,0.7468433976173401,negative,0.779973566532135,neutral,1.0
positive,1.0,,,Southwest,0,thank help shannon great customer service southwestair,positive,0.699,positive,0.9903263449668884,positive,0.9547842144966125,positive,0.9373570680618286,positive,1.0
negative,0.6459,Late Flight,0.6459,Southwest,0,southwestair hour late made sf maybe help earlier sunday,positive,0.252,neutral,0.970130205154419,negative,0.7287013530731201,positive,0.4930306673049927,negative,0.7287013530731201
negative,1.0,Flight Attendant Complaints,1.0,Southwest,0,southwestair another ride sw employee printed boarding pass deficiency training obviously,neutral,1.0,negative,0.9619366526603699,negative,0.682435929775238,negative,0.40472212433815,negative,1.0
positive,1.0,,,Southwest,0,southwestair thanks lindsey amp southwest twitter team great service amp speedy resolution luvagent swa,positive,0.368,positive,0.9893338084220886,positive,0.9667742252349854,positive,0.7634400725364685,positive,1.0
negative,1.0,Late Flight,0.6364,Southwest,0,southwestair apparently mechanic flown fix planesnot assuring sign,positive,0.271,negative,0.9004331231117249,negative,0.7292026877403259,positive,0.45576220750808716,negative,1.0
positive,0.7025,,,Southwest,0,southwestair please help really want fly guessweflyingdelta,positive,0.622,neutral,0.8765952587127686,positive,0.5254945158958435,positive,0.7726256847381592,positive,0.7025
neutral,0.6733,,,Southwest,0,southwestair oh ticket,neutral,1.0,neutral,0.958397626876831,neutral,0.7217336297035217,positive,0.5385430455207825,neutral,0.958397626876831
neutral,0.6925,,,Southwest,0,southwestair now accepting apple passbook app boarding pass app work iphone amp ipodtouch ipad httptcoxxsaombdgs,positive,0.157,positive,0.6873723268508911,neutral,0.7516440153121948,positive,0.48878708481788635,neutral,0.7516440153121948
positive,0.653,,,Southwest,0,southwestair thank dming now,positive,0.455,neutral,0.9523876905441284,neutral,0.8146119713783264,positive,0.6285493969917297,neutral,0.9523876905441284
negative,1.0,Cancelled Flight,1.0,Southwest,0,southwestair cancelled flight bna today needtogethome,negative,0.286,negative,0.9660254716873169,negative,0.8742506504058838,negative,0.4184643626213074,negative,1.0
negative,0.6285,Cancelled Flight,0.6285,Southwest,0,southwestair huge problem someone whose ticket cancelled flighted mid trip dm,negative,0.313,negative,0.9727779030799866,negative,0.8990179300308228,negative,0.743728756904602,negative,0.9727779030799866
negative,1.0,Late Flight,1.0,Southwest,0,southwestair flight sunny sfo delayed hour others cancelled flightled left right little update help southwestair,positive,0.26,negative,0.8251693248748779,negative,0.6771696209907532,positive,0.34842559695243835,negative,1.0
negative,1.0,Customer Service Issue,0.6768,Southwest,0,southwestair please explain rep ignoring technical issue passing buck good business model lucky limited,positive,0.37,negative,0.9115957617759705,negative,0.8653293251991272,positive,0.5235804915428162,negative,1.0
negative,1.0,Flight Booking Problems,1.0,Southwest,0,southwestair understood frustrating buy early bird check day go sale mid b feel ripped,negative,0.195,negative,0.9745020270347595,negative,0.9245151877403259,negative,0.6920852661132812,negative,1.0
neutral,0.6452,,0.0,Southwest,1,southwestair thats happens power level go foot air,neutral,1.0,neutral,0.9674678444862366,neutral,0.849166989326477,negative,0.4813435971736908,neutral,0.9674678444862366
neutral,0.6476,,,Southwest,0,southwestairs ceo kelly draw record crowd bwiairport business partnership breakfast httptcocvbaolcbl httptcowtapxa,neutral,1.0,positive,0.6871954202651978,neutral,0.6674588322639465,positive,0.6105498671531677,neutral,0.6674588322639465
neutral,0.6294,,,Southwest,0,southwestairs ceo kelly draw record crowd bwiairport business partnership breakfast httptcohrvuktpvn httptcomydnvbzaz,neutral,1.0,positive,0.7070538997650146,neutral,0.578657865524292,positive,0.6050581932067871,neutral,0.6294
negative,0.6822,Can't Tell,0.6822,Southwest,0,southwestair please start charging carryon luggage carryonbagssloweverybodydown,positive,0.277,negative,0.9426198601722717,negative,0.6267346143722534,negative,0.4058499038219452,negative,0.9426198601722717
positive,0.6832,,,Southwest,0,southwestair sea den south sound volleyball team way httptcotncxcldm,neutral,1.0,neutral,0.9718614816665649,neutral,0.8806279301643372,positive,0.4879554510116577,neutral,0.9718614816665649
neutral,1.0,,,Southwest,0,southwestair see moving brother law graduation th thanks,positive,0.293,neutral,0.5083075165748596,neutral,0.7711461186408997,positive,0.7650274038314819,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair thank,positive,0.714,neutral,0.7302199602127075,neutral,0.6515549421310425,positive,0.7234567999839783,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair imagine dragon ticket left tomorrow velourlive utah love go available,positive,0.296,positive,0.7911516427993774,neutral,0.8576284646987915,positive,0.829990029335022,neutral,1.0
neutral,0.6759,,,Southwest,0,southwestair fare see flight fall absoulutely lowest,negative,0.302,negative,0.9414418339729309,negative,0.8381460905075073,negative,0.4542601704597473,negative,0.9414418339729309
negative,0.6527,Can't Tell,0.336,Southwest,0,southwestair swa low fare ontime service great manufactured quirkiness mmm much signed captiveaudience,positive,0.238,positive,0.9446707367897034,negative,0.7398756742477417,positive,0.6002534031867981,negative,0.7398756742477417
negative,0.6459,Can't Tell,0.3229999999999999,Southwest,0,southwestair please start offering service triflight ashevilleair airport drive hr use u,positive,0.187,neutral,0.8118936419487,neutral,0.6993686556816101,positive,0.5689400434494019,neutral,0.8118936419487
negative,1.0,Bad Flight,0.6593,Southwest,0,southwestair flying now jax den paid wifi barely functional couldnt work wanted never,neutral,1.0,negative,0.976374089717865,negative,0.9268300533294678,negative,0.44898179173469543,negative,1.0
negative,1.0,Customer Service Issue,0.6735,Southwest,0,southwestair nashville cancelled flightled another ive trying call amp human,negative,0.182,negative,0.5977957248687744,negative,0.8310637474060059,negative,0.5744345784187317,negative,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair delay understandable look time boarding time weird,negative,0.4,negative,0.8099168539047241,negative,0.840364396572113,positive,0.43663927912712097,negative,1.0
neutral,1.0,,,Southwest,0,southwestair dm now,neutral,1.0,neutral,0.9611034393310547,neutral,0.8842252492904663,positive,0.4629126191139221,neutral,1.0
positive,0.6631,,,Southwest,0,southwestair already booked ticket august thth cant wait vacation,neutral,1.0,positive,0.988105297088623,positive,0.9721634387969971,positive,0.4686402380466461,positive,0.988105297088623
negative,1.0,Bad Flight,0.6342,Southwest,0,southwestair frustrated bought early bird day ticket released got midb ticket spend nothing,negative,0.221,negative,0.9672268033027649,negative,0.8702875971794128,negative,0.7177282571792603,negative,1.0
neutral,0.6555,,,Southwest,0,southwestair murraysawchuck,neutral,1.0,neutral,0.9473239183425903,neutral,0.6471168994903564,positive,0.5142034888267517,neutral,0.9473239183425903
neutral,1.0,,,Southwest,0,southwestair maybe machine,neutral,1.0,neutral,0.9588889479637146,neutral,0.8495476245880127,positive,0.4808292090892792,neutral,1.0
negative,1.0,Late Flight,0.3474,Southwest,0,southwestair plane doesnt work luxury paid go away keep money need biz model,neutral,1.0,negative,0.9681205749511719,negative,0.9253462553024292,negative,0.41503775119781494,negative,1.0
negative,1.0,Customer Service Issue,0.631,Southwest,0,southwestair extend call day expireswhy cant extended nowmightmismybrosgraduation,positive,0.195,negative,0.8898102641105652,negative,0.7509818077087402,positive,0.4810095429420471,negative,1.0
negative,0.6957,Can't Tell,0.6957,Southwest,0,southwestair y airline fly havent seen anything yet,neutral,1.0,neutral,0.6581064462661743,neutral,0.5723857283592224,negative,0.3712828755378723,negative,0.6957
positive,1.0,,,Southwest,1,southwestair thats awesome love flying swa,positive,0.675,positive,0.9926222562789917,positive,0.986254096031189,positive,0.9396499991416931,positive,1.0
positive,0.6742,,0.0,Southwest,0,southwestair guy attendant last hilarious,positive,0.403,positive,0.9539462924003601,negative,0.4795357882976532,positive,0.5845296382904053,positive,0.9539462924003601
positive,1.0,,,Southwest,0,southwestair thanks info quick response,positive,0.42,positive,0.744016706943512,positive,0.8205433487892151,positive,0.7098857760429382,positive,1.0
positive,1.0,,,Southwest,0,southwestair shhhh dont want something steal deal,positive,0.297,negative,0.8043584823608398,negative,0.7186398506164551,positive,0.43220606446266174,positive,1.0
negative,1.0,Cancelled Flight,1.0,Southwest,0,southwestair cancelled flighting flight minute takeoff amp sitting min runway rescheduled badservice,negative,0.154,negative,0.9801464676856995,negative,0.8756853938102722,negative,0.6182008385658264,negative,1.0
neutral,1.0,,,Southwest,0,southwestair go scavenger hunt im boston,neutral,1.0,neutral,0.9648571610450745,neutral,0.8743202686309814,negative,0.5217580795288086,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair hi flying swa today son peanut allergy way request crew serve peanut thx,positive,0.161,neutral,0.8890774846076965,neutral,0.5333267450332642,negative,0.41755789518356323,neutral,1.0
positive,0.3612,,0.0,Southwest,0,southwestair deborah helped,neutral,1.0,positive,0.7970106601715088,neutral,0.7618700265884399,positive,0.6582380533218384,positive,0.7970106601715088
positive,1.0,,,Southwest,0,southwestair give guy raisegreat start az mke,neutral,1.0,positive,0.9828110933303833,positive,0.5697826743125916,positive,0.5481734275817871,positive,1.0
negative,1.0,Customer Service Issue,1.0,Southwest,0,southwestair intl friendly,positive,0.615,positive,0.5193431973457336,neutral,0.8482314944267273,positive,0.6921805143356323,negative,1.0
neutral,0.6664,,,Southwest,0,southwestair ha ha make break either way,positive,0.49,neutral,0.8900099396705627,neutral,0.6906058192253113,positive,0.3770766258239746,neutral,0.8900099396705627
negative,1.0,Customer Service Issue,1.0,Southwest,0,southwestair horrible customer service empty seat early wantcharge double home early instead usual late,negative,0.306,negative,0.9812201261520386,negative,0.9368956089019775,negative,0.56696617603302,negative,1.0
negative,1.0,Customer Service Issue,0.6964,Southwest,0,southwestair answer phone change plan srsly,neutral,1.0,neutral,0.6165614724159241,negative,0.6076828837394714,positive,0.37977972626686096,negative,1.0
negative,0.6866,Customer Service Issue,0.6866,Southwest,0,southwestair little accommodating extending creditwhats extra daysnotahappytraveler,neutral,1.0,negative,0.9746916890144348,negative,0.8916501402854919,positive,0.3907787799835205,negative,0.9746916890144348
neutral,1.0,,,Southwest,0,southwestair,neutral,1.0,neutral,0.9158331751823425,neutral,0.7336300611495972,positive,0.5565244555473328,neutral,1.0
negative,1.0,Customer Service Issue,0.6809,Southwest,0,southwestair going inconsistent enforcing rule id prefer randomly take freq flyer obey,neutral,1.0,negative,0.6513926982879639,negative,0.8122859001159668,negative,0.6293238997459412,negative,1.0
neutral,1.0,,,Southwest,0,southwestair show luvits degree snow imdetermined go destinationdragons httptcooxmcwgab,neutral,1.0,neutral,0.6572926044464111,positive,0.859706699848175,positive,0.4886126220226288,neutral,1.0
neutral,0.6833,,0.0,Southwest,0,southwestair sent,neutral,1.0,neutral,0.952181875705719,neutral,0.8209016919136047,positive,0.5091975331306458,neutral,0.952181875705719
negative,1.0,Bad Flight,0.3522,Southwest,0,southwestair relay concern really mean amp howwhy u keep letting people flight bag larger u state allowabl,neutral,1.0,negative,0.9179520010948181,negative,0.8467710018157959,negative,0.4203594923019409,negative,1.0
neutral,1.0,,,Southwest,0,southwestair number use outside u thx,positive,0.559,neutral,0.9130716323852539,neutral,0.8347812294960022,positive,0.4250025153160095,neutral,1.0
negative,1.0,Customer Service Issue,0.6507,Southwest,0,southwestair long take point rr shopping post account got email saying ive earned point dont see em,neutral,1.0,neutral,0.7895803451538086,negative,0.7433366179466248,positive,0.5379967093467712,negative,1.0
neutral,0.7046,,,Southwest,0,southwestair thanks know route currently newark wondering new one horizon,positive,0.244,neutral,0.8516219258308411,neutral,0.6424435377120972,positive,0.6846364736557007,neutral,0.8516219258308411
positive,1.0,,,Southwest,0,southwestair oh gosh going dm now thank,positive,0.294,positive,0.7859005331993103,positive,0.487116277217865,positive,0.610552966594696,positive,1.0
positive,1.0,,,Southwest,0,southwestair thank much youre amazing im going cry omg,positive,0.409,positive,0.9921014904975891,positive,0.9828815460205078,positive,0.8040480017662048,positive,1.0
negative,0.6629999999999999,Late Flight,0.6629999999999999,Southwest,0,southwestair delayed,negative,0.655,negative,0.8744697570800781,negative,0.5871769189834595,positive,0.39703798294067383,negative,0.8744697570800781
negative,1.0,Flight Booking Problems,0.6559,Southwest,0,southwestair couldnt make fund forfeited show trying book another using fund im,neutral,1.0,negative,0.81390380859375,negative,0.8922095894813538,negative,0.4725985527038574,negative,1.0
neutral,1.0,,,Southwest,0,southwestair dmed,neutral,1.0,neutral,0.9590529799461365,neutral,0.8128191828727722,positive,0.506378710269928,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair last chance win destinationdragon,positive,0.659,positive,0.6525958776473999,neutral,0.7570860385894775,positive,0.5257585048675537,neutral,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair make delay go away maybe upgrade kat seat headed columbus,negative,0.187,negative,0.6457867622375488,neutral,0.6866227984428406,negative,0.43028339743614197,negative,1.0
neutral,1.0,,,Southwest,0,southwestair fort lauderdale bwi cancelled trip id,negative,0.25,negative,0.7224302887916565,neutral,0.5273142457008362,negative,0.4284069538116455,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair geekstiel know last chance,positive,0.333,neutral,0.9033012390136719,neutral,0.8056869506835938,positive,0.4696865677833557,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair vindictivetk larry david work southwest,neutral,1.0,neutral,0.9481536149978638,negative,0.8737978339195251,positive,0.47691333293914795,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair flying southwest first time lga layover atlanta,neutral,1.0,neutral,0.9600305557250977,neutral,0.8777602314949036,positive,0.49569013714790344,neutral,1.0
positive,1.0,,,Southwest,0,southwestair hi wanted see new route planned year newark love flying guy hope,positive,0.392,positive,0.9533911943435669,positive,0.9274919033050537,positive,0.863562822341919,positive,1.0
positive,1.0,,,Southwest,0,southwestair thank well touch moveaboutthecountry,positive,0.605,positive,0.6791121959686279,positive,0.8342887163162231,positive,0.7628154754638672,positive,1.0
negative,1.0,Customer Service Issue,0.6844,Southwest,0,southwestair fjbfsc need receipt showing charge amex xx keep getting sent,neutral,1.0,neutral,0.5360103249549866,neutral,0.5457558631896973,positive,0.4272918105125427,negative,1.0
negative,0.6386,Cancelled Flight,0.3295,Southwest,0,southwestair need tsa pre doesnt show mine,neutral,1.0,negative,0.6200681924819946,negative,0.5967541933059692,negative,0.36640605330467224,negative,0.6386
negative,1.0,Customer Service Issue,1.0,Southwest,0,southwestair getting run around today customer service amp disconnected customer relation given twice help,positive,0.172,negative,0.9759390354156494,negative,0.9057292342185974,positive,0.5224722027778625,negative,1.0
negative,0.6808,Can't Tell,0.3514,Southwest,0,southwestair hour already,neutral,1.0,neutral,0.9482114911079407,neutral,0.671599805355072,positive,0.4836045205593109,neutral,0.9482114911079407
positive,1.0,,,Southwest,0,southwestair bwi isp ready go thanks keeping u warm frigidfriday httptcobfpfweyku,positive,0.51,positive,0.9745031595230103,positive,0.7173452377319336,positive,0.7860621213912964,positive,1.0
positive,1.0,,,Southwest,0,southwestair love love love southwest rock always httpstcoqvsffrdu,positive,0.716,positive,0.992624819278717,positive,0.9603537321090698,positive,0.9479184150695801,positive,1.0
neutral,1.0,,,Southwest,0,southwestair contact requesting charity donation thankyou,positive,0.359,positive,0.7783120274543762,positive,0.6337993741035461,positive,0.6796254515647888,neutral,1.0
positive,1.0,,,Southwest,0,southwestair shout crew taking amazing care u double thankyou,positive,0.538,positive,0.9917002320289612,positive,0.9718183875083923,positive,0.6137163043022156,positive,1.0
neutral,0.6601,,,Southwest,0,southwestair status stlaus,neutral,1.0,neutral,0.9678012728691101,neutral,0.8832449913024902,positive,0.44668591022491455,neutral,0.9678012728691101
positive,1.0,,,Southwest,0,southwestair please hate fly different airline youre fav,positive,0.379,negative,0.9688146710395813,negative,0.9270266890525818,negative,0.8801593780517578,positive,1.0
negative,0.7128,Customer Service Issue,0.3723,Southwest,0,southwestair flying delta week gogo good tweet sent didnt even send landed thats bad,negative,0.19,negative,0.9604811668395996,negative,0.8792019486427307,positive,0.5012195706367493,negative,0.9604811668395996
positive,0.6659,,,Southwest,0,southwestair sure thing,positive,0.535,neutral,0.892188310623169,neutral,0.7039783000946045,positive,0.6181311011314392,neutral,0.892188310623169
negative,0.654,Customer Service Issue,0.654,Southwest,0,southwestair book hotel twice ahhhhh,neutral,1.0,positive,0.7493265271186829,neutral,0.6500420570373535,positive,0.4970267713069916,negative,0.654
positive,0.3685,,0.0,Southwest,0,southwestair save mile visit family impact many time see mother planned change rule,positive,0.211,neutral,0.9717451930046082,neutral,0.7826343774795532,positive,0.48192471265792847,neutral,0.9717451930046082
positive,0.6955,,,Southwest,0,southwestair jackpot legroom httptcozoicegli,neutral,1.0,neutral,0.9463502168655396,neutral,0.7783576846122742,positive,0.5637596845626831,neutral,0.9463502168655396
negative,1.0,Customer Service Issue,0.625,Southwest,0,southwestair go airline now much say care now see much right now suck,positive,0.187,negative,0.9816107749938965,negative,0.9470919966697693,negative,0.5773004293441772,negative,1.0
negative,1.0,Can't Tell,1.0,Southwest,0,southwestair loyal southwest beginning unhappy devaluation,positive,0.313,negative,0.8426979184150696,negative,0.6974434852600098,positive,0.6199102401733398,negative,1.0
neutral,0.6542,,,Southwest,0,southwestair destinationdragons id favorite band met bestfriends thanks life changing see,positive,0.396,positive,0.992252767086029,positive,0.97129887342453,positive,0.8581518530845642,positive,0.992252767086029
positive,1.0,,,Southwest,0,southwestair live southwest imagine dragon favorite band met bestfriends thanks amazing,positive,0.548,positive,0.9927791953086853,positive,0.973707377910614,positive,0.9367576837539673,positive,1.0
negative,1.0,Customer Service Issue,0.3544,Southwest,0,southwestair longer flight series wifi great retire,positive,0.406,positive,0.9790599346160889,positive,0.9345723986625671,negative,0.4957384169101715,negative,1.0
negative,1.0,Bad Flight,1.0,Southwest,0,southwestair excruciatingly slow internet swa flight now norm rather exception addressed,negative,0.281,negative,0.9717041254043579,negative,0.924906849861145,negative,0.5849071145057678,negative,1.0
neutral,0.3389,,0.0,Southwest,0,southwestair yes thank sent dm,positive,0.634,positive,0.942601203918457,positive,0.5298265218734741,positive,0.5973141193389893,positive,0.942601203918457
neutral,0.66,,,Southwest,0,southwestair last chance destinationdragons ticket die happiness won,positive,0.541,positive,0.9859656095504761,neutral,0.5947861671447754,positive,0.6958959102630615,neutral,0.66
negative,1.0,Bad Flight,0.6872,Southwest,0,southwestair inbrowser hover intrusive annoying fact wifi work one device sort sad,negative,0.367,negative,0.9805368185043335,negative,0.8867653608322144,negative,0.9053536057472229,negative,1.0
negative,1.0,Can't Tell,0.6723,Southwest,0,southwestair sign screen major mobile issue responsive design wasnt working properly nexus,positive,0.185,negative,0.9606372117996216,negative,0.9097034335136414,negative,0.44656845927238464,negative,1.0
negative,1.0,Lost Luggage,1.0,Southwest,0,southwestair sure read southwest doesnt believe liable incident fault sw lost,negative,0.327,negative,0.6902898550033569,negative,0.7550984621047974,negative,0.5188260078430176,negative,1.0
negative,1.0,Bad Flight,0.6706,Southwest,0,southwestair whats new inflight wifi service super crappy user experience miss old provider,negative,0.272,negative,0.981551468372345,negative,0.9451776742935181,positive,0.4479362964630127,negative,1.0
negative,0.6632,Bad Flight,0.3474,Southwest,0,southwestair damn cold sitting runway heat,negative,0.351,negative,0.9305565357208252,negative,0.868143618106842,negative,0.4275985658168793,negative,0.9305565357208252
neutral,0.3469,,0.0,Southwest,0,southwestair please follow dm thx,positive,0.615,neutral,0.9245855212211609,neutral,0.6765171885490417,positive,0.5046019554138184,neutral,0.9245855212211609
neutral,1.0,,,Southwest,0,southwestair sent dm,neutral,1.0,neutral,0.9618390202522278,neutral,0.8303565979003906,positive,0.4658348560333252,neutral,1.0
positive,1.0,,,Southwest,0,southwestair love air travel doesnt easier,positive,0.399,neutral,0.46204689145088196,positive,0.4345579743385315,positive,0.8307706713676453,positive,1.0
positive,1.0,,,Southwest,0,southwestair received awesome phone help jim today helped switch around flight booked point,positive,0.382,positive,0.9907812476158142,positive,0.9617775082588196,positive,0.7889276742935181,positive,1.0
negative,1.0,Customer Service Issue,1.0,Southwest,0,southwestair repeating policy basically repeating fuck customer ill shopping new airline asap,negative,0.387,negative,0.9792575240135193,negative,0.9481649994850159,negative,0.45907658338546753,negative,1.0
negative,1.0,Can't Tell,1.0,Southwest,0,southwestair yeah thats happened im really pissed kind thing expect u austrian,positive,0.32,negative,0.9804412126541138,negative,0.9465207457542419,negative,0.6336848139762878,negative,1.0
negative,1.0,Lost Luggage,1.0,Southwest,0,southwestair glad see know keep money pocket thanks voucher return lost bag,positive,0.343,positive,0.8902637362480164,positive,0.8607993125915527,positive,0.44949910044670105,negative,1.0
negative,1.0,Customer Service Issue,0.6818,Southwest,0,southwestair call customer service sitting tarmack hr lost bag give voucher,negative,0.187,negative,0.7172853350639343,negative,0.6983634233474731,negative,0.39655542373657227,negative,1.0
neutral,0.6426,,0.0,Southwest,0,southwestair love go destinationdragons imaginedragons show tomorrow utah velourlive ive trying hard,positive,0.269,positive,0.9776431322097778,positive,0.5738743543624878,positive,0.8669062852859497,positive,0.9776431322097778
neutral,0.6904,,,Southwest,0,southwestair hope take selfie stick plane today goingtovegas,positive,0.293,neutral,0.5688242316246033,neutral,0.707861065864563,positive,0.5563231706619263,neutral,0.707861065864563
negative,1.0,Flight Booking Problems,0.3763,Southwest,0,southwestair thats bull add fare cart locked made way paypal,neutral,1.0,negative,0.9711657166481018,negative,0.8965868949890137,negative,0.5191893577575684,negative,1.0
neutral,1.0,,,Southwest,0,southwestair working different device though help appreciated,positive,0.545,positive,0.5487862825393677,neutral,0.6858159899711609,positive,0.7010686993598938,neutral,1.0
negative,1.0,Bad Flight,0.6452,Southwest,0,southwestair trouble wifi matter redirected back getconnected page even though say im connected,negative,0.182,negative,0.8931663632392883,negative,0.806136429309845,negative,0.5891055464744568,negative,1.0
negative,1.0,Can't Tell,0.6699,Southwest,0,southwestair account even aware destinationdragons contest one youre fucking,neutral,1.0,negative,0.9591934680938721,negative,0.9340117573738098,negative,0.6533969640731812,negative,1.0
positive,1.0,,,Southwest,0,southwestair thank cant wait either,positive,0.385,positive,0.9919623732566833,positive,0.9755350351333618,positive,0.5461958050727844,positive,1.0
negative,1.0,Customer Service Issue,0.6494,Southwest,0,southwestair even mean im taking letting elite customer paid seat fill seat go empty anyway,negative,0.114,negative,0.9438722729682922,negative,0.724185049533844,negative,0.5134245157241821,negative,1.0
positive,1.0,,,Southwest,0,southwestair sweet glad hear ill keep guy mind next time,positive,0.38,positive,0.9894760847091675,positive,0.9619375467300415,positive,0.7239663004875183,positive,1.0
negative,1.0,Lost Luggage,0.6511,Southwest,0,southwestair great job achieving city bwi,positive,0.451,positive,0.9893057942390442,positive,0.9583319425582886,positive,0.9191387295722961,negative,1.0
negative,1.0,Cancelled Flight,1.0,Southwest,0,southwestair hello cancelled flightled destinationdragons one desk kci know fuck happening,negative,0.379,negative,0.9803301692008972,negative,0.9196733236312866,negative,0.7202150225639343,negative,1.0
